sample_id,image_path,ground_truth,stay_positive_prediction,stay_positive_score,official_fsd_prediction,official_fsd_score,fsd_finetune_v1_prediction,fsd_finetune_v1_score,fsd_finetune_v2_prediction,fsd_finetune_v2_score,stay_positive_postcal_prediction,official_match,v1_match,v2_match,match_count,conflict_count,all_fsd_real,all_fsd_fake,conflict_pattern,prompt_type,file_index,score_bin_left,score_bin
adm_auto_2552,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/483_adm_174.PNG,fake,real,0.4082024083836646,fake,0.740234375,fake,0.65673828125,fake,0.72802734375,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_174,483,0.4,0.40-0.42
adm_auto_2553,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/483_adm_34.PNG,fake,real,0.4044571921307342,real,0.2978515625,real,0.414794921875,real,0.26318359375,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_34,483,0.4,0.40-0.42
adm_auto_2554,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/483_adm_7.PNG,fake,real,0.390174208696267,fake,0.65478515625,fake,0.59130859375,fake,0.63818359375,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_7,483,0.38,0.38-0.40
adm_auto_2555,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/483_adm_85.PNG,fake,real,0.3746909862385708,real,0.285888671875,real,0.310791015625,real,0.43408203125,real,True,True,True,3,0,True,False,SP=real;FSD=real/real/real,adm_85,483,0.36,0.36-0.38
adm_auto_2556,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/483_adm_91.PNG,fake,real,0.3896963034028171,real,0.302734375,real,0.37890625,real,0.3251953125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_91,483,0.38,0.38-0.40
adm_auto_2557,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/484_adm_153.PNG,fake,real,0.4628336725756309,real,0.1419677734375,real,0.2257080078125,real,0.105224609375,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_153,484,0.46,0.46-0.48
adm_auto_2558,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/484_adm_174.PNG,fake,real,0.3831375033022502,real,0.2197265625,real,0.338623046875,real,0.316650390625,real,True,True,True,3,0,True,False,SP=real;FSD=real/real/real,adm_174,484,0.38,0.38-0.40
adm_auto_2559,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/484_adm_34.PNG,fake,real,0.4396588941972764,fake,0.90869140625,fake,0.923828125,fake,0.9677734375,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_34,484,0.42,0.42-0.44
adm_auto_2560,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/484_adm_7.PNG,fake,real,0.4077804960758865,real,0.307861328125,real,0.384033203125,real,0.360595703125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_7,484,0.4,0.40-0.42
adm_auto_2561,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/484_adm_85.PNG,fake,real,0.4711990497134474,real,0.2294921875,real,0.385009765625,real,0.247314453125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_85,484,0.46,0.46-0.48
adm_auto_2562,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/484_adm_91.PNG,fake,real,0.4288347905992966,real,0.1895751953125,real,0.33154296875,real,0.206298828125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_91,484,0.42,0.42-0.44
adm_auto_2563,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/485_adm_153.PNG,fake,real,0.4178126127440751,real,0.1331787109375,real,0.322998046875,real,0.334716796875,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_153,485,0.4,0.40-0.42
adm_auto_2564,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/485_adm_174.PNG,fake,real,0.4116510620624021,real,0.2315673828125,real,0.2978515625,real,0.328125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_174,485,0.4,0.40-0.42
adm_auto_2565,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/485_adm_34.PNG,fake,real,0.4597514683983389,real,0.5,real,0.422119140625,fake,0.53515625,fake,False,False,True,1,2,False,False,SP=fake;FSD=real/real/fake,adm_34,485,0.44,0.44-0.46
adm_auto_2566,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/485_adm_7.PNG,fake,real,0.4431902113922074,fake,0.97900390625,fake,0.91357421875,fake,0.978515625,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_7,485,0.44,0.44-0.46
adm_auto_2567,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/485_adm_85.PNG,fake,fake,0.5682889731976816,fake,0.8896484375,fake,0.814453125,fake,0.9375,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_85,485,0.56,0.56-0.58
adm_auto_2568,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/485_adm_91.PNG,fake,real,0.3970907844519153,fake,0.8759765625,fake,0.64697265625,fake,0.77392578125,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_91,485,0.38,0.38-0.40
adm_auto_2569,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/486_adm_153.PNG,fake,real,0.4339413470581055,real,0.462158203125,fake,0.587890625,real,0.48779296875,fake,False,True,False,1,2,False,False,SP=fake;FSD=real/fake/real,adm_153,486,0.42,0.42-0.44
adm_auto_2570,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/486_adm_174.PNG,fake,real,0.3903169287240579,fake,0.58837890625,fake,0.6396484375,real,0.45849609375,fake,True,True,False,2,1,False,False,SP=fake;FSD=fake/fake/real,adm_174,486,0.38,0.38-0.40
adm_auto_2571,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/486_adm_34.PNG,fake,real,0.4284945941597017,fake,0.6728515625,fake,0.6953125,fake,0.5732421875,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_34,486,0.42,0.42-0.44
adm_auto_2572,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/486_adm_7.PNG,fake,real,0.4167527878318239,real,0.440673828125,real,0.49365234375,real,0.44873046875,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_7,486,0.4,0.40-0.42
adm_auto_2573,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/486_adm_85.PNG,fake,fake,0.5196907710063594,real,0.315673828125,real,0.385009765625,real,0.45703125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_85,486,0.5,0.50-0.52
adm_auto_2574,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/486_adm_91.PNG,fake,real,0.4055065625563205,real,0.32861328125,real,0.4052734375,real,0.406494140625,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_91,486,0.4,0.40-0.42
adm_auto_2575,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/487_adm_153.PNG,fake,real,0.4604994134345075,fake,0.96728515625,fake,0.93994140625,fake,0.986328125,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_153,487,0.46,0.46-0.48
adm_auto_2576,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/487_adm_174.PNG,fake,real,0.4045574637264686,real,0.20947265625,real,0.27197265625,real,0.401611328125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_174,487,0.4,0.40-0.42
adm_auto_2577,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/487_adm_34.PNG,fake,real,0.4960132489914264,fake,0.896484375,fake,0.72705078125,fake,0.630859375,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_34,487,0.48,0.48-0.50
adm_auto_2578,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/487_adm_7.PNG,fake,real,0.3816280084876992,fake,0.728515625,fake,0.7509765625,fake,0.7802734375,real,False,False,False,0,3,False,True,SP=real;FSD=fake/fake/fake,adm_7,487,0.38,0.38-0.40
adm_auto_2579,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/487_adm_85.PNG,fake,real,0.4209640981030672,fake,0.92578125,fake,0.83740234375,fake,0.89453125,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_85,487,0.42,0.42-0.44
adm_auto_2580,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/487_adm_91.PNG,fake,real,0.374558711146683,real,0.380126953125,real,0.43994140625,real,0.372314453125,real,True,True,True,3,0,True,False,SP=real;FSD=real/real/real,adm_91,487,0.36,0.36-0.38
adm_auto_2581,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/488_adm_153.PNG,fake,real,0.4107227580630974,fake,0.9912109375,fake,0.943359375,fake,0.99609375,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_153,488,0.4,0.40-0.42
adm_auto_2582,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/488_adm_174.PNG,fake,real,0.3907050955933481,real,0.47900390625,real,0.443115234375,real,0.41796875,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_174,488,0.38,0.38-0.40
adm_auto_2583,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/488_adm_34.PNG,fake,real,0.4311910254479587,fake,0.94580078125,fake,0.865234375,fake,0.91064453125,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_34,488,0.42,0.42-0.44
adm_auto_2584,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/488_adm_7.PNG,fake,real,0.3916256287264639,fake,0.78271484375,fake,0.67138671875,real,0.363037109375,fake,True,True,False,2,1,False,False,SP=fake;FSD=fake/fake/real,adm_7,488,0.38,0.38-0.40
adm_auto_2585,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/488_adm_85.PNG,fake,fake,0.5309695317569951,fake,0.611328125,fake,0.71533203125,fake,0.92236328125,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_85,488,0.52,0.52-0.54
adm_auto_2586,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/488_adm_91.PNG,fake,real,0.4797466406166823,fake,0.796875,fake,0.66748046875,fake,0.8466796875,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_91,488,0.46,0.46-0.48
adm_auto_2587,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/489_adm_153.PNG,fake,real,0.3929650526332132,fake,0.5400390625,fake,0.52490234375,real,0.34619140625,fake,True,True,False,2,1,False,False,SP=fake;FSD=fake/fake/real,adm_153,489,0.38,0.38-0.40
adm_auto_2588,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/489_adm_174.PNG,fake,real,0.3877449419157632,real,0.2139892578125,real,0.2998046875,real,0.1689453125,real,True,True,True,3,0,True,False,SP=real;FSD=real/real/real,adm_174,489,0.38,0.38-0.40
adm_auto_2589,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/489_adm_34.PNG,fake,real,0.4358263942544139,real,0.31201171875,real,0.418701171875,real,0.289794921875,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_34,489,0.42,0.42-0.44
adm_auto_2590,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/489_adm_7.PNG,fake,real,0.428264440375183,real,0.4091796875,real,0.366943359375,real,0.42578125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_7,489,0.42,0.42-0.44
adm_auto_2591,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/489_adm_85.PNG,fake,real,0.4478041802722154,fake,0.56298828125,fake,0.53515625,real,0.27001953125,fake,True,True,False,2,1,False,False,SP=fake;FSD=fake/fake/real,adm_85,489,0.44,0.44-0.46
adm_auto_2592,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/489_adm_91.PNG,fake,real,0.4449270377520808,real,0.234375,real,0.263671875,real,0.2100830078125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_91,489,0.44,0.44-0.46
adm_auto_2593,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/48_adm_153.PNG,fake,real,0.3858587217286135,real,0.29296875,real,0.253173828125,real,0.2147216796875,real,True,True,True,3,0,True,False,SP=real;FSD=real/real/real,adm_153,48,0.38,0.38-0.40
adm_auto_2594,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/48_adm_174.PNG,fake,real,0.3669870311232257,fake,0.521484375,real,0.414306640625,real,0.302490234375,real,False,True,True,2,1,False,False,SP=real;FSD=fake/real/real,adm_174,48,0.36,0.36-0.38
adm_auto_2595,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/48_adm_34.PNG,fake,real,0.393666304406977,real,0.32421875,real,0.325927734375,real,0.4091796875,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_34,48,0.38,0.38-0.40
adm_auto_2596,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/48_adm_7.PNG,fake,real,0.3947383173938219,fake,0.5693359375,real,0.4228515625,fake,0.55126953125,fake,True,False,True,2,1,False,False,SP=fake;FSD=fake/real/fake,adm_7,48,0.38,0.38-0.40
adm_auto_2597,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/48_adm_85.PNG,fake,real,0.4119539402860209,real,0.455078125,real,0.38037109375,fake,0.52490234375,fake,False,False,True,1,2,False,False,SP=fake;FSD=real/real/fake,adm_85,48,0.4,0.40-0.42
adm_auto_2598,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/48_adm_91.PNG,fake,real,0.3815312462769712,real,0.34375,real,0.316162109375,real,0.34521484375,real,True,True,True,3,0,True,False,SP=real;FSD=real/real/real,adm_91,48,0.38,0.38-0.40
adm_auto_2599,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/490_adm_153.PNG,fake,fake,0.5045826491752403,fake,0.58544921875,fake,0.6513671875,real,0.4736328125,fake,True,True,False,2,1,False,False,SP=fake;FSD=fake/fake/real,adm_153,490,0.5,0.50-0.52
adm_auto_2600,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/490_adm_174.PNG,fake,real,0.4358568764572191,real,0.294921875,real,0.323486328125,real,0.3154296875,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_174,490,0.42,0.42-0.44
adm_auto_2601,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/490_adm_34.PNG,fake,real,0.4624155421083329,fake,0.60498046875,fake,0.5341796875,fake,0.66650390625,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_34,490,0.46,0.46-0.48
adm_auto_2602,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/490_adm_7.PNG,fake,real,0.4073362487212799,real,0.37744140625,real,0.477294921875,real,0.373046875,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_7,490,0.4,0.40-0.42
adm_auto_2603,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/490_adm_85.PNG,fake,real,0.4317514783589595,fake,0.72412109375,fake,0.60888671875,real,0.449951171875,fake,True,True,False,2,1,False,False,SP=fake;FSD=fake/fake/real,adm_85,490,0.42,0.42-0.44
adm_auto_2604,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/490_adm_91.PNG,fake,real,0.4493883562500164,fake,0.55126953125,fake,0.65625,fake,0.517578125,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_91,490,0.44,0.44-0.46
adm_auto_2605,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/491_adm_153.PNG,fake,real,0.3945212650315224,fake,0.69140625,fake,0.7138671875,fake,0.576171875,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_153,491,0.38,0.38-0.40
adm_auto_2606,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/491_adm_174.PNG,fake,fake,0.5150262156617532,real,0.363037109375,real,0.41943359375,real,0.237548828125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_174,491,0.5,0.50-0.52
adm_auto_2607,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/491_adm_34.PNG,fake,real,0.4002980661211535,real,0.294677734375,real,0.32373046875,real,0.2685546875,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_34,491,0.4,0.40-0.42
adm_auto_2608,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/491_adm_7.PNG,fake,real,0.4088717165862177,real,0.39990234375,real,0.435791015625,real,0.45654296875,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_7,491,0.4,0.40-0.42
adm_auto_2609,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/491_adm_85.PNG,fake,real,0.4149130714744093,fake,0.6591796875,fake,0.59326171875,fake,0.6484375,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_85,491,0.4,0.40-0.42
adm_auto_2610,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/491_adm_91.PNG,fake,real,0.3910623526975947,real,0.394287109375,fake,0.50537109375,real,0.435791015625,fake,False,True,False,1,2,False,False,SP=fake;FSD=real/fake/real,adm_91,491,0.38,0.38-0.40
adm_auto_2611,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/492_adm_153.PNG,fake,real,0.4054024289622165,real,0.25634765625,real,0.340576171875,real,0.2213134765625,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_153,492,0.4,0.40-0.42
adm_auto_2612,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/492_adm_174.PNG,fake,real,0.3829277043544882,real,0.356201171875,real,0.376708984375,real,0.47900390625,real,True,True,True,3,0,True,False,SP=real;FSD=real/real/real,adm_174,492,0.38,0.38-0.40
adm_auto_2613,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/492_adm_34.PNG,fake,real,0.4323646607261856,real,0.30322265625,real,0.27197265625,real,0.2330322265625,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_34,492,0.42,0.42-0.44
adm_auto_2614,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/492_adm_7.PNG,fake,real,0.4543654001981328,fake,0.89990234375,fake,0.84375,fake,0.95654296875,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_7,492,0.44,0.44-0.46
adm_auto_2615,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/492_adm_85.PNG,fake,fake,0.5249049776058222,fake,0.79931640625,fake,0.7197265625,fake,0.77099609375,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_85,492,0.52,0.52-0.54
adm_auto_2616,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/492_adm_91.PNG,fake,real,0.431176998779222,real,0.3583984375,real,0.383056640625,real,0.336669921875,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_91,492,0.42,0.42-0.44
adm_auto_2617,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/493_adm_153.PNG,fake,real,0.448821374960479,fake,0.83203125,fake,0.6943359375,fake,0.87158203125,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_153,493,0.44,0.44-0.46
adm_auto_2618,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/493_adm_174.PNG,fake,real,0.4159255353466074,fake,0.77685546875,fake,0.77197265625,fake,0.8544921875,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_174,493,0.4,0.40-0.42
adm_auto_2619,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/493_adm_34.PNG,fake,real,0.404027158105698,fake,0.66259765625,fake,0.51220703125,fake,0.63916015625,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_34,493,0.4,0.40-0.42
adm_auto_2620,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/493_adm_7.PNG,fake,fake,0.5457447671371887,fake,0.64501953125,fake,0.64794921875,fake,0.5185546875,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_7,493,0.54,0.54-0.56
adm_auto_2621,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/493_adm_85.PNG,fake,real,0.4171309246599133,fake,0.8662109375,fake,0.8291015625,fake,0.9794921875,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_85,493,0.4,0.40-0.42
adm_auto_2622,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/493_adm_91.PNG,fake,real,0.4855215357857724,real,0.20849609375,real,0.2568359375,real,0.2880859375,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_91,493,0.48,0.48-0.50
adm_auto_2623,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/494_adm_153.PNG,fake,real,0.4892445408813139,fake,0.9462890625,fake,0.88623046875,fake,0.94287109375,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_153,494,0.48,0.48-0.50
adm_auto_2624,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/494_adm_174.PNG,fake,real,0.3792671024680534,real,0.27001953125,real,0.314208984375,real,0.450927734375,real,True,True,True,3,0,True,False,SP=real;FSD=real/real/real,adm_174,494,0.36,0.36-0.38
adm_auto_2625,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/494_adm_34.PNG,fake,fake,0.691083405641329,fake,0.90966796875,fake,0.86083984375,fake,0.82568359375,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_34,494,0.68,0.68-0.70
adm_auto_2626,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/494_adm_7.PNG,fake,real,0.4166526513294519,fake,0.60546875,fake,0.5224609375,fake,0.685546875,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_7,494,0.4,0.40-0.42
adm_auto_2627,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/494_adm_85.PNG,fake,real,0.3906156216785761,real,0.47802734375,fake,0.54052734375,real,0.3896484375,fake,False,True,False,1,2,False,False,SP=fake;FSD=real/fake/real,adm_85,494,0.38,0.38-0.40
adm_auto_2628,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/494_adm_91.PNG,fake,fake,0.5553508519877574,fake,0.9541015625,fake,0.91357421875,fake,0.94482421875,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_91,494,0.54,0.54-0.56
adm_auto_2629,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/495_adm_153.PNG,fake,real,0.42221891885503,real,0.4609375,fake,0.51953125,fake,0.53955078125,fake,False,True,True,2,1,False,False,SP=fake;FSD=real/fake/fake,adm_153,495,0.42,0.42-0.44
adm_auto_2630,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/495_adm_174.PNG,fake,real,0.4716330680903132,real,0.38671875,real,0.438232421875,real,0.448486328125,fake,False,False,False,0,3,True,False,SP=fake;FSD=real/real/real,adm_174,495,0.46,0.46-0.48
adm_auto_2631,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/495_adm_34.PNG,fake,real,0.4822160400566287,fake,0.71875,fake,0.7265625,fake,0.86962890625,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_34,495,0.48,0.48-0.50
adm_auto_2632,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/495_adm_7.PNG,fake,real,0.4904790110108666,fake,0.72119140625,fake,0.70751953125,fake,0.5498046875,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_7,495,0.48,0.48-0.50
adm_auto_2633,/net/8k3/e0fs01/users/xj62kv/260402_AI-image-forgery-recognition/data/GenImage/ADM/val/ai/495_adm_85.PNG,fake,real,0.4416508711474791,fake,0.8876953125,fake,0.92626953125,fake,0.966796875,fake,True,True,True,3,0,False,True,SP=fake;FSD=fake/fake/fake,adm_85,495,0.44,0.44-0.46
